,country,description,id_,keywords,is_shoppable,language,name,slug,video_url,is_licensed_video,is_community,thumbnail_url,inspired_by,linked_recipes,tags,cook_time,prep_time,total_time,ratings_negative,ratings_positive,score,protein,fat,calories,sugar,carbohydrates,fiber
695,US,,419,,True,eng,Puff Pastry Salmon (Salmon Wellington),puff-pastry-salmon-salmon-wellington,https://vid.tasty.co/output/31973/mp4_640x640/1495124982,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/73ff60ee21f84e32be3ad1a11ce6de6d/BFV8860_Puff_Pastry_Salmon_Salmon_Wellington-FB1080.jpg,,,"65859,1280507,1280508,1280510,188967,1247780,1247785,1247788,1247775,1280503,1280501,1280500,64480,64462,65848,64486,65846,65856,64447,64492,64500,64444,65410",0,0,0,80,2341,97.0,40.0,94.0,1366.0,8.0,91.0,6.0
696,US,,3571,,True,eng,Vegan Lasagna Soup,lasagna-soup,https://vid.tasty.co/output/82307/hls24_1520041477.m3u8,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/7041188b99254834baa326731d068eb0/One-PotVeganDinnersFBFinal.jpg,"{'host': 'connoisseurusveg.com', 'url': 'https://www.connoisseurusveg.com/slow-cooker-vegan-lasagna-soup/'}",,"64469,64468,64463,8091920,6543461,65859,1280507,1247785,1247788,1247786,64466,1247794,64486,64462,1280508,65851,1280506,64488,64505,65855,65848",0,0,0,140,2550,95.0,9.0,64.0,1043.0,23.0,86.0,5.0
697,US,"This quick and easy taco soup is made entirely in one pot and in less than 30 minutes. Topped with cheese, avocado, and all the fixin's, this simple soup makes the perfect weeknight dinner that'll please just about everyone.",3136,,True,eng,Taco Soup,taco-soup,https://vid.tasty.co/output/66101/landscape_480/1512522808,True,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/121207.jpg,"{'host': 'iwashyoudry.com', 'url': 'https://www.iwashyoudry.com/quick-and-easy-taco-soup-recipe/'}",,"8091920,8091917,64508,64471,64511,65855,65848,64488,64486,1036859,64501,64462,188967",25,0,25,48,2244,98.0,44.0,38.0,744.0,12.0,60.0,16.0
698,ZZ,"There’s nothing we love more than a crispy, succulent, perfectly-fried piece of fried chicken. But we also love gourmet meals. You know, the ones that you sit down to in the candlelight? Those ones. Well, our easy chicken Cordon Bleu is the best of both worlds: sounds fancy but really? It’s just some really, really good fried chicken. That, we can promise. ",2437,"bleu, blue, bread, broccoli, cheese, cheesy, chicken, chicken cordon bleu, cordon, cream, creamy, crispy, crumbs, dijon, egg, flour, fried, garlic, ham, mashed potatoes, mustard, potato, swiss",True,und,"Crispy, Creamy Chicken Cordon Bleu",crispy-creamy-chicken-cordon-bleu,https://vid.tasty.co/output/51140/mp4_640x640/1504638760,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/97867.jpg,"{'host': 'cookscountry.com', 'url': 'https://www.cookscountry.com/recipes/5908-foolproof-chicken-cordon-bleu'}",,"8091917,64486,1247788,1280501,1280500,1280503,1280508,1280512,1247786,1247793,1247785,1247790,1247784,64503,65410,65859,65856,64449,64488,64444,64462,65840,65848",0,0,0,135,2829,96.0,64.0,30.0,754.0,7.0,54.0,2.0
699,ZZ,,995,,True,eng,Shrimp And Asparagus Stir Fry (Under 300 Calories),shrimp-and-asparagus-stir-fry,https://vid.tasty.co/output/9041/mp4_640x640/1472566989,False,False,https://img.buzzfeed.com/video-api-prod/assets/e69f0d0c36b145618c2331f905e8b54a/Thumb_C_-_FB.jpg,,,"1280507,1280508,1247790,1247787,1247785,1280503,1280501,1280498,64505,65855,64471,64466,64459,64500,65859,64486,65848",10,10,20,62,2829,98.0,26.0,15.0,270.0,1.0,6.0,2.0
700,US,,671,,True,eng,Creamy One-pot Spinach Shrimp Pasta,creamy-one-pot-spinach-shrimp-pasta,https://vid.tasty.co/output/18219/mp4_640x640/1481910764,False,False,https://img.buzzfeed.com/video-api-prod/assets/34ce481d54884a8280f4009d361bce04/FBC.jpg,,,"65859,64500,1280507,1247786,1247785,1247790,1280508,1280506,65855,64462,64505,65848,64471,64444,64459,64486",0,0,0,73,2186,97.0,34.0,26.0,630.0,7.0,61.0,2.0
701,ZZ,,796,"alfredo, buzzfeed, cheese, chicken, chicken alfredo, dinner, healthy, lunch, one pan, pasta, penne, quick and easy, spinach, tasty",True,eng,Healthier Chicken Alfredo Pasta,healthier-chicken-alfredo-pasta,https://vid.tasty.co/output/23343/mp4_640x640/1486507764,False,False,https://img.buzzfeed.com/video-api-prod/assets/24e4673512af457c8366bd1479c8bd7a/Thumb_a.jpg,,,"1280501,1280503,1280507,1280508,1247794,1280506,1247785,1247787,64444,65848,64471,64466,64505,64486,65859",0,0,0,105,2161,96.0,38.0,24.0,722.0,7.0,83.0,2.0
702,ZZ,,2085,,True,eng,Garlic Brown Sugar Chicken,garlic-brown-sugar-chicken,https://vid.tasty.co/output/43737/mp4_640x640/1500074954,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/b89ca73d7e5743968f86c54d4fff2660/FB_05.jpg,,,"64463,8091917,64510,1280510,1280508,1280506,1280507,1247788,1280503,1280501,1247785,64480,1247790,65859,65848,65840,64505,64500,64486,64471,64462,64444",0,0,0,110,2161,96.0,64.0,26.0,760.0,42.0,61.0,2.0
703,US,,56,", avocado, buzzfeedtasty, carbonara, dinner, easy, pasta, tasty",True,eng,Avocado Carbonara,avocado-carbonara,https://vid.tasty.co/output/8837/mp4_640x640/1472568727,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/2207.jpg,,,"65842,64505,65838,1280507,1280506,1280508,1247787,1247794,1247786,1247770,1247769,1247790,65848,64471,65859,64462,64444,65410,65852,64453,64500,64486",0,0,0,251,2173,90.0,51.0,75.0,1242.0,6.0,97.0,9.0
704,US,,3461,,True,eng,2-Ingredient Dough Pizza,2-ingredient-dough-pizza,https://vid.tasty.co/output/76899/landscape_480/1517947999,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/dc23cd051d2249a5903d25faf8eeee4c/BFV36537_CC2017_2IngredintDough4Ways-FB.jpg,"{'host': 'allrecipes.com', 'url': 'http://allrecipes.com/recipe/244447/two-ingredient-pizza-dough/'}",,"64470,8091919,8091918,8091916,64489,64486,64501,64505,1280501,1280500,1247788,64492,1247785,64471,1280510,65846",0,0,0,178,2126,93.0,9.0,3.0,152.0,4.0,19.0,0.0
705,US,,143,,True,eng,One-Pot Chicken Alfredo,one-pot-chicken-alfredo,https://vid.tasty.co/output/32204/mp4_640x640/1495125435,False,False,https://img.buzzfeed.com/video-api-prod/assets/a2d506021b4a4256984416bd65e41274/BFV4926_One-PotChickenAlfredo-Thumb1080.jpg,,,"6986105,1247794,1280506,1280508,65410,65855,64505,65848,64444,64486,64471,64462,64453",0,0,0,75,2731,98.0,41.0,62.0,984.0,8.0,69.0,1.0
706,US,,211,,True,eng,One-Pan Garlic Chicken Pesto Pasta,one-pan-garlic-chicken-pesto-pasta,https://vid.tasty.co/output/32159/mp4_640x640/1495125364,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/090840ab095f4b85bda2d3660c26e45c/BFV7162_One-Pan_Garlic_Chicken_Pesto_Pasta-fb1080.jpg,,,"6986105,1280507,1280506,1280508,1247794,1247786,64462,65855,64486,64471,64453,65859,65410,64488,65848,64505,64444",0,0,0,27,2290,99.0,47.0,36.0,892.0,6.0,99.0,4.0
707,ZZ,,832,"bulgogi, korean bbq, korean bbq beef, korean beef, korean bulgogi",True,eng,Korean-style BBQ Beef,korean-style-bbq-beef,https://vid.tasty.co/output/25640/mp4_640x640/1488820267,False,False,https://img.buzzfeed.com/video-api-prod/assets/ba0d3caff77a4caf836190098309853c/BFV17769_KoreanStyleBBQBeef-ThumbA1080.jpg,,,"8104111,65840,1280506,1280508,1280503,1280501,1247785,1247790,1247784,65855,64486,64462,65859,65848,64500,64455,64444,65410,65842,65838",0,0,0,86,2676,97.0,67.0,71.0,1281.0,21.0,92.0,5.0
708,ZZ,,1535,"date night recipe, date night steak dinner, romantic steak dinner, scalloped potatoes, steak dinner, steak dinner for two, steak for two",True,eng,Garlic Butter Steak,garlic-butter-steak,https://vid.tasty.co/output/18619/mp4_640x640/1482187028,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/3e9cd04fc2c34f9cb22ef893c49cff92/BFV15870_SteakDinnerForTwo2.jpg,,,"8091756,64467,64510,1247785,1280508,1280501,1280503,64480,1247787,1247790,64462,64465,64444,65846,65840,65848,64500,64505,64486",48,10,68,51,2674,99.0,21.0,54.0,575.0,0.0,2.0,1.0
709,US,,4560,,True,eng,Stuffed Chicken Parmesan,stuffed-chicken-parmesan,https://vid.tasty.co/output/8411/mp4_640x640/1472568925,False,False,https://img.buzzfeed.com/video-api-prod/assets/cbd8e8ef6d8b4dcba1253a4fbc93ab7e/BFV11405_StuffedChickenParmesan-Beauty.jpg,,,"64505,188967,65859,64492,64462,64444,65848,65846,64486,1247775,1280500,1247790,1280510,1280501,1280503",0,0,0,110,2662,97.0,,,,,,
710,ZZ,,534,,True,eng,Lemon Chicken And Asparagus Stir-Fry (Under 500 Calories),lemon-chicken-and-asparagus-stir-fry,https://vid.tasty.co/output/10384/mp4_640x640/1474394325,False,False,https://img.buzzfeed.com/video-api-prod/assets/2ae24afe483c4568b76f487777fc1739/BFV12624_LemonChickenandAsparagusStirFry-ThumbTextless1080.jpg,,,"65859,64500,64505,1247790,1280507,1280508,1247794,1280503,1280501,1247785,1247787,64486,64447,64471,64466,64444,65848",0,0,0,82,2652,98.0,33.0,6.0,218.0,1.0,7.0,2.0
711,ZZ,,1368,"bbq, cheese, cheesesteak, chicken, fajita, mushroom, quesadilla, spinach, steak",True,eng,Chicken Fajita Quesadilla,chicken-fajita-quesadilla,https://vid.tasty.co/output/7994/mp4_640x640/1472223451,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/f1182555e42147cd8327f93661ef6cc6/BFV12163_Quesadillas4Ways-FB1080SQ.jpg,,,"8091917,1247794,1247785,1247769,1247788,1280507,1280508,1280501,1280503,1247790,1247787,64501,65859,64488,65410,64456,65848,64504,64505,64486,64471,64462,64444",0,0,0,27,2049,99.0,66.0,45.0,827.0,6.0,35.0,2.0
712,US,"Kevin Curry of @fitmencook shows us how to make one of his favorite keto-friendly dishes. Sear off chicken thighs and then stir up a creamy sun-dried tomato sauce, all in the same pan! Feel free to customize this recipe to your own liking by swapping out the chicken thighs for chicken breasts or shrimp and using light coconut milk instead of heavy cream.",6096,", easy chicken meals, fitmencook, healthy weeknight dinner, kevin curry, leftover chicken recipes, low carb recipes, meal prep cooking, mediterranean chicken and tomato, tasty, tastysinglerecipe, tastystory",True,eng,Low-Carb Mediterranean Chicken And Tomato By Kevin Curry,low-carb-mediterranean-chicken-and-tomato-by-kevin-curry,https://vid.tasty.co/output/162779/landscape_480/1584553219,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/258856.jpg,,,"8091748,8091747,64472,8091917,65846,64492,65859,64486,65410,64466,1247790,1280503,1280506,65840,1247788",20,10,30,35,1987,99.0,35.0,48.0,610.0,8.0,18.0,2.0
713,US,,1294,,True,eng,Pesto Chicken Bake,pesto-chicken-bake,https://vid.tasty.co/output/75842/landscape_480/1517417494,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/8f14df7bed8f4a2ba98f017f058b9a8f/BFV9176_Chicken_Bake_4_Ways_FB1080SQ.jpg,"{'host': 'thepinningmama.com', 'url': 'http://www.thepinningmama.com/easy-dinner-recipe-italian-chicken-bake/'}",,"8091756,8091918,8091917,64467,5143247,1280501,64489,1247775,1247785,64444,64500,64492,64505,64486,64462,65846",0,0,0,35,1966,99.0,44.0,16.0,357.0,1.0,4.0,0.0
714,US,,3212,,True,eng,Scalloped Potato Roll,scalloped-potato-roll,https://vid.tasty.co/output/68637/landscape_480/1513616831,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/124532.jpg,,,"8091918,8091917,5993379,5923249,5143247,64503,64489,1247769,1280500,1247788,1247775,65859,1247794,188967,64486,64492,1247790,1247787,64444,1280501,1280510,1247780,1247781,65848,64488,1280503,65846",0,0,0,163,2480,94.0,34.0,29.0,519.0,4.0,28.0,3.0
715,ZZ,,756,"dinner, enchilada, four, lunch, one, pot, rice, snack, tasty, tasty_vegetarian, ways",True,eng,One-Pot Enchilada Rice,one-pot-enchilada-rice,https://vid.tasty.co/output/21638/mp4_640x640/1485200330,False,False,https://img.buzzfeed.com/video-api-prod/assets/0f555d126d9d45549414e1fbf6dbdc49/Thumb_B.jpg,,,"1247775,1280506,1280503,1280501,1280507,1280508,1247787,1247794,1247785,64456,64471,65855,65840,64486,64488,64457,64444,65846,64462,65410,64505,64492",0,0,0,88,2113,97.0,9.0,11.0,283.0,7.0,36.0,7.0
716,ZZ,,1127,"chicken, chinese, dinner",True,und,Easy Orange Chicken,easy-orange-chicken,https://vid.tasty.co/output/34952/mp4_640x640/1498504563,False,False,https://img.buzzfeed.com/video-api-prod/assets/0b181635531d434593d4a2e09bcf21c0/fbthumb.jpg,"{'host': 'thegunnysack.com', 'url': 'http://www.thegunnysack.com/orange-chicken-30-minute-skillet-recipe/'}",,"5923247,1247787,1247790,1280503,1691103,1280501,1247794,1280510,64500,65859,64448,64488,64486,64471,64505,65848",0,0,0,289,2110,88.0,36.0,11.0,345.0,11.0,22.0,0.0
717,US,,3832,"chickpeas, curry, potatoes, tasty, tasty_vegetarian, vegetarian",True,eng,Easy-Peasy Potato Curry,easy-peasy-potato-curry,https://vid.tasty.co/output/92916/landscape_480/1525716343,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/154693.jpg,"{'host': 'recipetineats.com', 'url': 'https://www.recipetineats.com/easy-chickpea-potato-curry-chana-aloo-curry/'}",,"8104112,64469,8091920,1691104,64503,188967,64462,1280501,1280503,1247785,1280506,1280508,65851,64486,65855,64452,64471,1247788,65848",0,0,0,83,1931,96.0,18.0,46.0,894.0,17.0,104.0,17.0
718,US,,3572,,True,eng,Mushroom Stroganoff,mushroom-stroganoff,https://vid.tasty.co/output/82307/hls24_1520041477.m3u8,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/8047be196dcf4d2fbddac12c0b25fc24/One-PotVeganDinnersFBFinal.jpg,"{'host': 'evergreenkitchen.ca', 'url': 'https://evergreenkitchen.ca/home/mushroom-stroganoff'}",,"64469,6543461,5285641,64489,1247794,1247786,1280503,64466,64462,64486,1280508,1280501,64505,65855,1280506,65848",0,0,0,206,2452,93.0,11.0,39.0,760.0,13.0,85.0,3.0
719,US,"If you’re craving tacos but not all the carbs, you’ll love these lightened-up stuffed peppers. The peppers are hollowed out and roasted in the oven, then stuffed with ground beef, black beans, brown rice, corn, and salsa. It’s everything you love about tacos, all in an edible vegetable bowl. You can always swap ground beef for chicken or turkey, or stick to rice and keep this recipe totally vegetarian.",339,,True,eng,Taco-Stuffed Peppers,taco-stuffed-peppers,https://vid.tasty.co/output/32039/mp4_640x640/1495125015,False,False,https://img.buzzfeed.com/video-api-prod/assets/84475551c69b4666a82929141195c040/BFV5383_Taco-StuffedPeppers-Thumb1080SQ.jpg,,,"5993379,5923249,5143247,1691103,1247775,64465,64505,64489,64462,65846,65410,64486,65859,65851,64503,65856,64444,64501,65848,64457,64492",55,0,55,40,2426,99.0,38.0,28.0,667.0,13.0,66.0,10.0
720,GB,,198,,True,eng,Slow Cooker Honey Teriyaki Chicken,slow-cooker-honey-teriyaki-chicken,https://vid.tasty.co/output/32166/mp4_640x640/1495125408,False,False,https://img.buzzfeed.com/video-api-prod/assets/0256f7e6855040a1a0c71cdaba6bc3f0/Video_Thumb.jpg,,,"1280508,1247786,1247788,1280503,1280501,1280506,1247785,1280510,1280507,64454,64444,65847,65410,64505,64471,64465,64486,64488,65848",245,15,260,206,2048,91.0,49.0,5.0,477.0,50.0,58.0,1.0
721,GB,,962,"tasty, tasty_vegetarian",True,eng,One-Pot Basil Pasta,one-pot-basil-pasta,https://vid.tasty.co/output/31866/mp4_640x640/1495124937,False,False,https://img.buzzfeed.com/video-api-prod/assets/891cdcace9904113b06757bc8678255f/BFV5752_One-PotTomatoAndBasilPasta_Thumbnail_B.jpg,,,"6986105,1247790,1280508,1280506,1280507,1247785,1247786,65410,64453,64466,64506,65855,64471,64505,64486,64444,65848",0,0,0,160,1887,93.0,13.0,19.0,485.0,7.0,72.0,10.0
722,ZZ,,1503,"beef, chicken, chili, cornbread, dinner, easy, kids, pork, slow cooker",True,eng,Slow Cooker Chicken & Biscuits,slow-cooker-chicken-biscuits,https://vid.tasty.co/output/10106/mp4_640x640/1473885705,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/e5dffd14c1ad460f80929994fb86984a/BFV12369_4-Easy-Slow-Cooker-Dinners-FB1080SQ.jpg,,,"8091920,8091917,5143247,4708980,1280507,1247794,1247785,1280503,1280501,64511,64505,65855,64488,64486,64471,64462,64444,65847",0,0,0,240,2347,91.0,49.0,23.0,675.0,12.0,67.0,6.0
723,US,"When layers of cheesy lasagna come together flawlessly, that’s amore! Pile on beefy marinara sauce, delicious noodles, and a blend of cheeses, then kick back and let this lasagna do the bakin'. This classic Italian dinner is easy to whip up and even easier to call your go-to comfort food.",5943,"adulting, baking recipes, basics of cooking, beefy marinara sauce, cheesy meals, classic lasagna, great meals for kids, italian easy recipes, noodles and cheese, recipes every 20 year old should master, tastysinglerecipe",True,eng,Classic Lasagna,classic-lasagna,https://vid.tasty.co/output/156136/landscape_480/1576880324,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/249668.jpg,,,"8091748,8091917,1247785,1280508,1247769,1280510,64492,1280501,64486,1280506,1247775,1280503,1247788,1280500,65839,65846,64462,64453,1280507,65848",30,20,50,89,2342,97.0,68.0,58.0,946.0,7.0,28.0,2.0
724,ZZ,,853,"bacon, dinner, mushroom, one pot, recipe, risotto, tasty, tasty_contains_alcohol",True,eng,One-Pot Bacon And Wild Mushroom Risotto,one-pot-bacon-and-wild-mushroom-risotto,https://vid.tasty.co/output/25848/mp4_640x640/1488923774,False,False,https://img.buzzfeed.com/video-api-prod/assets/e503144861424360808336aeb999125e/BF_THUMB_Square.jpg,,,"5285641,1280506,1280507,1247785,1247794,1280503,1280501,1280510,64500,64471,65410,64453,65855,65848,64462,64505,65841,64444,64486",40,0,40,42,1813,98.0,,,,,,
725,US,,3104,", bacon, baked potato, baked potato soup, bread, bread bowl, broccoli, broccoli cheddar soup, broccoli cheese soup, cheddar, cheese, cheesy, chicken, chicken pot pie, chicken pot pie soup, chives, creamy, creamy soup, french onion, french onion soup, hearty, loaded potato soup, onion, panera bread, pie, potato soup, soup",True,eng,Loaded Baked Potato Soup,loaded-baked-potato-soup,https://vid.tasty.co/output/65038/landscape_480/1512080123,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/84a5b4aa71b1476481fec65141e8e687/BFV330965SoupsToWarmYourSoulFBV2.jpg,"{'host': 'mamalovesfood.com', 'url': 'https://www.mamalovesfood.com/baked-potato-soup-slow-cooker-style/'}",,"8091920,6117478,1280507,65853,65855,64505,1247794,64500,64471,64508,64444,64489,64486,64511,64462,65841,1280506,65851,1247781,65848",0,0,0,89,1986,96.0,9.0,40.0,755.0,9.0,90.0,6.0
726,ZZ,,1401,,True,eng,Garlic Broccoli Shrimp Stir Fry,garlic-broccoli-shrimp-stir-fry,https://vid.tasty.co/output/11675/mp4_640x640/1475879092,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/6dba1399f40e49bc8031db66514501ae/BFV13225_ShrimpStir-Fry4Ways-FB1080SQ.jpg,,,"3801552,64463,8091918,8091917,64467,1247785,1247794,1280507,1280501,1280503,1280508,1247787,1247790,1280510,64466,64500,64471,65855,64488,65859,64505,64486,64459,64448,65848",0,0,0,79,1794,96.0,25.0,9.0,224.0,2.0,10.0,3.0
727,ZZ,,1340,,True,eng,Avocado Lime Salmon,avocado-lime-salmon,https://vid.tasty.co/output/9818/mp4_640x640/1473382399,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/5c75412464cd4fd18bfcfa870417b8d8/BFV11658_One-PanSalmon4Ways-FB1080SQ.jpg,,,"8091756,3801552,64463,8091920,8091918,8091917,1247785,1280501,1280503,64459,64492,1280508,1247780,1247775,1280510,1280500,64500,64465,65846,64444,64505,64486,64471,64466",0,0,0,38,1810,98.0,37.0,85.0,982.0,2.0,18.0,11.0
728,US,,4155,"tasty, tasty_vegetarian",True,eng,Slow Cooker Coconut Curry,slow-cooker-coconut-curry,https://vid.tasty.co/output/101337/landscape_480/1531155141,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/167977.jpg,"{'host': 'nutritionistaabroad.com', 'url': 'http://www.nutritionistaabroad.com/recipe/slow-cooker-coconut-quinoa-curry/'}",,"64469,8091920,6986106,1247785,1280503,1280508,1247788,1280501,1247794,1280507,64505,65851,64471,1280506,64503,64486,64452,65855,64462,65847",0,0,0,186,1791,91.0,8.0,19.0,319.0,9.0,32.0,7.0
729,ZZ,,1011,,True,eng,Creamy Lemon Garlic Chicken,creamy-lemon-garlic-chicken,https://vid.tasty.co/output/31831/mp4_640x640/1495124730,False,False,https://img.buzzfeed.com/video-api-prod/assets/8502019d9a98415a917ab5b0bedcd34f/BFV13842_CreamyLemonGarlicChickenThumb.jpg,,,"1247794,65840,1247790,1247775,1280506,1280508,64505,64486,65846,65848,64444",0,0,0,201,1789,90.0,50.0,26.0,543.0,7.0,22.0,1.0
730,ZZ,,2289,"channa, chickpea, curry, easy, healthy, indian, masala, spicy, tasty, tasty_vegetarian, vegan, vegetarian",True,und,Easy Chickpea Curry (Channa Masala),easy-chickpea-curry-channa-masala,https://vid.tasty.co/output/47906/mp4_640x640/1502993446,False,False,https://img.buzzfeed.com/video-api-prod/assets/2dede3279ee543dbada7e0ddf5d42ccd/FB_2.jpg,"{'host': 'allrecipes.com', 'url': 'http://allrecipes.com/recipe/236564/chana-masala-savory-indian-chick-peas/'}",,"8104112,64469,64468,64463,8091920,1691103,1247770,1247788,1247785,1247789,1247794,64462,65859,65848,64505,65855,64486,64471,64465,64447,64452,64458,65841",0,0,0,67,1767,97.0,11.0,6.0,268.0,11.0,43.0,12.0
731,US,"Forget dry pork chops because these pan-fried cutlets are coated in golden panko bread crumbs and stuffed with a creamy garlic and herb cheese filling to keep them juicy.  They’re tender, bursting with flavor, and come together in less than 30 minutes.  If you’ve only ever had dry, sad pork chops before and want to try something different, this is the recipe for you.",447,,True,eng,Garlic Herb-stuffed Pork Chops,garlic-herb-stuffed-pork-chops,https://vid.tasty.co/output/31944/mp4_640x640/1495124928,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/ad4b46292502458bb556047108be4c2d/BFV8521_Garlic_Herb-Stuffed_Pork_Chops-FB1080.jpg,,,"1280503,1280501,1247790,1247787,1247775,1280510,1280507,1280508,64505,64444,65840,65859,65856,64486,65846,65848,64492",25,0,25,82,1923,96.0,58.0,71.0,1077.0,4.0,50.0,1.0
732,US,,606,"bake, cheese, chicken, dinner , lasagna, mozzarella, parmesan, pasta",True,eng,Chicken Parm Lasagna,chicken-parm-lasagna,https://vid.tasty.co/output/13401/mp4_640x640/1477934557,False,False,https://img.buzzfeed.com/video-api-prod/assets/0ea70bbbff66482f93f6adec328f0450/BFV14079_ChickenParmLasagna-ThumbTextless1080.jpg,,,"1280507,1247788,1247775,1280500,1247793,1247790,1280501,1280503,65859,64492,65852,64505,64500,64486,64462,65846,64453",0,0,0,80,1741,96.0,37.0,20.0,541.0,5.0,47.0,3.0
733,US,,1187,,True,eng,Cajun Shrimp Bake,cajun-shrimp-bake,https://vid.tasty.co/output/31607/mp4_640x640/1494888394,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/df2d31587c7a4b66a93a6287ec0fcbe5/cajun_shrimp_bake-FB_v3.jpg,,,"1280503,1280501,1247775,1280500,1280508,1247785,1280510,64444,65410,64503,64505,64492,64486,64462,64459,65846",0,0,0,31,1719,99.0,43.0,43.0,753.0,4.0,49.0,5.0
734,US,,4253,"bake, baking dish, fajita, pasta, peppers, tasty, tasty_vegetarian",True,eng,Fajita Pasta Bake,fajita-pasta-bake,https://vid.tasty.co/output/103831/landscape_480/1533149667,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/171730.jpg,"{'host': 'facebook.com', 'url': 'https://www.facebook.com/buzzfeedtasty/videos/vl.223727898113197/1764720153780626/?type=1'}",,"64469,8091920,8091917,64492,1280501,1280503,1280507,1247785,1280508,64500,64486,1280506,1247788,1247775,1280510,65848,64471,1280500,65851,65846",0,0,0,87,1734,96.0,31.0,34.0,828.0,9.0,98.0,6.0
735,US,,230,,True,eng,One-Pot Ground Beef Stroganoff,one-pot-ground-beef-stroganoff,https://vid.tasty.co/output/32139/mp4_640x640/1495125415,False,False,https://img.buzzfeed.com/video-api-prod/assets/b3c1fa470a884c949f2e05e2c1b57d39/BFV6839-One-Pot-Ground-Beef-Stroganoff_Thumb.jpg,,,"1280506,1280510,1247794,1247786,64511,65859,64465,64471,64486,64488,65855,64505,64462,65848",0,0,0,104,1727,95.0,40.0,39.0,990.0,16.0,102.0,3.0
736,GB,,614,,True,eng,Simple Chilli Chicken,simple-chilli-chicken,https://vid.tasty.co/output/13857/mp4_640x640/1478280768,False,False,https://img.buzzfeed.com/video-api-prod/assets/01ac3baeaf1f41598136401ee26084d0/BFV14311_Simple_Chilli_Chicken_TextlessThumbnail.jpg,,,"6986107,64447,1247790,1247787,1247794,1247785,1280503,1280501,1280507,1280508,1280506,64505,65859,64486,65855,64462,65840",0,0,0,88,1727,96.0,29.0,4.0,273.0,2.0,26.0,2.0
737,US,,840,", cabbage, carrots, chicken, chicken chow mein, chow mein, easy, one-pot, onion, quick dinner, ramen noodles",True,eng,One-pot Chicken Chow Mein,one-pot-chicken-chow-mein,https://vid.tasty.co/output/25772/mp4_640x640/1488851353,False,False,https://img.buzzfeed.com/video-api-prod/assets/2ba582a63752469e87c67b67448a0966/BFV17850_OnePotChickenChowMein_Thumb.jpg,,,"1247786,1280503,1280501,64500,64486,1280507,1247796,1247794,1280506,1280508,1280510,1247785,1247788,65859,65855,64462,64505,65410,64444,64488,65848,64448",0,0,0,79,2163,97.0,25.0,22.0,506.0,11.0,50.0,6.0
738,US,,2089,,True,eng,Chicken and Broccoli Alfredo,chicken-and-broccoli-alfredo,https://vid.tasty.co/output/35133/mp4_640x640/1498675086,False,False,https://img.buzzfeed.com/video-api-prod/assets/8153374d2a484d6f95196d4d378a6aad/chicken_and_broccoli_alfredo_FB_thumb.jpg,,,"8091918,8091917,1280506,1280508,1247770,1280507,1247794,65859,64488,65410,64505,188967,64500,64486,65851,64471,64462,64453,64444,65848",0,0,0,40,1687,98.0,43.0,54.0,828.0,4.0,50.0,4.0
739,US,,3932,"avocado, cucumber, easy, quick, quinoa, salad, spinach, tasty, tasty_vegetarian, tomoato",True,eng,Avocado Quinoa Power Salad,avocado-quinoa-power-salad,https://vid.tasty.co/output/95714/landscape_480/1527181970,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/158882.jpg,"{'host': 'copymethat.com', 'url': 'https://www.copymethat.com/r/MknfNE7/lemon-quinoa-cilantro-chickpea-salad/'}",,"64469,64468,64463,8091920,8091918,6830248,1280507,1280508,1280503,1280501,1247785,64505,64500,64486,64444,65848,1247788,1247786,1280510,64466,64471",0,0,0,130,2145,95.0,6.0,18.0,296.0,4.0,29.0,7.0
